Item;Descrição (Item);Subgrupo (Código);item que tem tipo 2;item 1 que esta em ped
6592G;GRUPO CHARRUA -  CAMISETA GOLA POLO MC - PIQUET PA 001 BRANCO - CONF;602;s;#N/D
6610I;REDE HG - CAMISETA GOLA RED MC - POLIVISCOSE 015 AZ JAV - CONF1;600;s;#N/D
6610M;TECMESTEEL -  CAMISETA GOLA RED MC - POLIVIS 016 MARINHO - CONF1;600;s;#N/D
6611M;TECMESTEEL -  CAMISETA GOLA POLO MC - PIQUET PA 130 MARINHO - CONF1;602;s;#N/D
6612K;MUNDIAL - CAMISETA GOLA POLO ML - PIQUET PV 182 CINZA - CONF1;602;s;#N/D
6618L;LIBRELATO -  CAMISETA POLO MC - MED ESP - PIQUET PA 130 MARI  - CONF1;602;s;#N/D
6621L;AKER - CAMISETA GOLA POLO MC - MALHA PIQUET PA 078 VERM - CONF1;602;s;#N/D
6624M;SUPREMO - CAMISETA GOLA RED MC - ALG 30-1CARD 0001BRANCO - CONF1;600;s;#N/D
6647M;POSTO BOM PRINCIPIO - BABY POLO MC - PIQUET PA 078 VERM - CONF1;606;s;#N/D
6650L;MARCOS - CAMISETA GOLA RED ML - POLIVIS 230 ALUMINIO - CONF1;600;s;#N/D
6654H;FORMPARTS - CAMISETA POLO MC - MALHA PIQUET PV 020 VINHO  JAV - CONF1;602;s;#N/D
6661L;POSTO ZOOLOGICO - CAMISETA GOLA RED MC - POLIVIS 014 PTO - CONF1;600;s;#N/D
6668M;JTI -  BABY  GOLA POLO MC - PIQUET PA 998 MESCLA - CONF1;606;s;#N/D
6678K;FAZ AGUA VERMELHA - CAMISETA GOLA RED MC - POLIVIS 136 LARANJ  - CONF1;600;s;#N/D
6682M;POSTO VISAO - CAMISETA GOLA POLO MC - PIQUET PA 001 BRANCO - CONF1;602;s;#N/D
6684J;EATON - CAMISETA GOLA RED MC - MED ESP ALG 30-1 PENT 093 AZ RY - CONF1;600;s;#N/D
6702M;CHARRUA -  CAMISETA GOLA POLO ML - PIQUET PA 001 BRANCO - CONF;602;s;#N/D
6708L;ARCO GAS -  CAMISETA GOLA POLO MC - PIQUET PA 7036 VD MOD 4208XX;602;s;#N/D
6716G;REDE MONTEIROS - BABY LOOK POLO MC - PIQUET PA 093 AZ RY - CONF;602;s;#N/D
6721M;POSTO PETROPIRES -  CAMISETA GOLA POLO MC - PIQUET PA 130 MARI - CONF1;602;s;#N/D
6726L;SULPET -  CAMISETA GOLA RED MC - POLIVIS 090 VERDE - CONF1;600;s;#N/D
6730L;EATON - CAMISETA GOLA RED ML - MALHA POLI - 015 AZ.RY -  CONF1;600;s;#N/D
6734M;SAN MARTIN -  CAMISETA GOLA RED MC - MED ESP - POLIVIS 016 MAR- CONF1;600;s;#N/D
6761K;POSTO MAIOCHI - CAMISETA GOLA POLO MC - PIQUET PA 178 VERM - CONF1;602;s;#N/D
6766M;BERNECK SA - CAMISETA GOLA POLO MC - PIQUET PA 001 BRANCO - CONF1;602;s;#N/D
6769M;MARINAS - CAMISETA GOLA POLO MC - PIQUET PA 178 VERM - CONF1;602;s;#N/D
6770E;FAZ AGUA VERMELHA - CAMISETA GOLA RED ML - POLIVIS 136 LARANJ  - CONF1;600;s;#N/D
6778M;JAIC -  CAMISETA GOLA POLO MC - PIQUET PA 001 BRANCO - CONF1;602;s;#N/D
6781J;POSTO RETAO - BABY POLO MC - POLIVIS 012 VERMELHO - CONF1;606;s;#N/D
6781M;JAIC -  CAMISETA GOLA POLO MC - PIQUET PA 093 AZ RY - CONF1;602;s;#N/D
6782I;STATUS RIO AUTO -  CAMISETA GOLA POLO MC - PIQUET PA 061 PRETO - CONF1;602;s;#N/D
6790M;PLASMOSUL -  CAMISETA GOLA RED MC - POLIVIS 001 BRANCO - CONF1;600;s;#N/D
6792J;POSTO RETAO - CAMISETA POLO MC - MED ESP - POLIVIS 012 VERM - CONF1;606;s;#N/D
6793B;COMB LOVATO -  CAMISETA GOLA POLO MC - PV 182 CINZA - CONF1;602;s;#N/D
6802M;CERAMIX - CAMISETA GOLA RED ML - POLIVISCOSE 230 ALUM JAV - CONF1AA;600;s;#N/D
6813J;SANEP - CAMISETA GOLA RED MC - MALHA ALG. 30 1 093 - CONF1;600;s;#N/D
6818L;AGCO -  CAMISETA GOLA POLO MC - POLIVIS 030 CINZA - CONF1;602;s;#N/D
6830M;FREIOS - CAMISETA GOLA RED MC - MED ESP - POLIVIS 093 AZ RY - CONF1;600;s;#N/D
6833I;POSTO MARTINEZ -  CAMISETA GOLA POLO MC - PIQUET PA 093 AZ - CONF1;602;s;#N/D
6843M;AKER -  CAMISETA GOLA RED MC - ALG 3-1CARD 079 VERM - CONF1;600;s;#N/D
6845H;APOLO - BABY LOOK GOLA POLO MC - MALHA PIQUET PV 9 PRETO - CONF1;602;s;#N/D
6852M;ABB WOOD - CAMISETA GOLA POLO MC - PIQUET PA 065 VERDE - CONF1;606;s;#N/D
6855J;ERACI JOSE -  CAMISETA GOLA POLO MC - PIQUET PA 178 VERM - CONF1;602;s;#N/D
6870I;ROBERTO CENCI - CAMISETA GOLA RED MC - POLIVIS 001 BRANCO  - CONF1;600;s;#N/D
6872K;REALIZ - CAMISETA GOLA POLO MC - PV 014 PRETO - CONF1;602;s;#N/D
6873K;REALIZ ENGENHARIA - CAMISETA GOLA RED ML - PV 230 ALUMINIO - CONF1;600;s;#N/D
6873M;POSTO ALMIRANTE - CAMISETA POLO MC - PIQUET PV 130 MARINHO - CONF1;602;s;#N/D
6881L;MASCOR  -  CAMISETA GOLA POLO MC - PIQUET INGLES 66 VERDE - CONF1;602;s;#N/D
6888L;SILVA E FREITA -  CAMISETA GOLA RED MC - POLIVIS 014 PRETO- CONF;600;s;#N/D
6892L;FAMART - CAMISETA GOLA RED MC - MALHA POLIVIS 092 COBALTO CONF 1;600;s;#N/D
6897I;POSTO MARTINEZ -  BABY LOOK GOLA POLO MC - PIQUET PA 093 AZ - CONF1;606;s;#N/D
6898M;D LB COMERCIO -  CAMISETA GOLA POLO MC - PIQUET PA 061 PRETO - CONF1;602;s;#N/D
6906M;POSTO ATLANTICO - BABY POLO MC - PIQUET PV 01 MARINHO - CONF1;602;s;#N/D
6908L;MASCOR -  BABY GOLA POLO MC - PIQUET INGLES 66 VD MILITAR - CONF1;602;s;#N/D
6918M;WORLEY- BABY LOOK GOLA POLO MC PIQUET PA - 001 BRANCO - CONF1;606;s;#N/D
6919M;WORLEY- CAMISETA GOLA POLO MC PIQUET PA - 001 BRANCO - CONF1;602;s;#N/D
6924J;CEDRO GAS - CAMISETA GOLA POLO MC - POLIVIS  065VERDE - CONFI;602;s;#N/D
6928M;BNO COMERCIO -  CAMISETA GOLA RED ML - POLIVIS 025 CZ - CONF1;600;s;#N/D
6932M;COOP ARROSEIRA PALM - CAMISETA GOLA RED MC - PV 70 CONCRETO - CONF1;600;s;#N/D
6935L;POSTO COCAL - CAMISETA POLO MC - PIQUET PV 012 VERM - CONF1;602;s;#N/D
6936M;CHARRUA -  CAMISETA GOLA POLO MC - PIQUET PA 178 VERMELHO - CONF1;602;s;#N/D
6959H;MAGIUS - CAMISETA GOLA RED MC - MALHA ALG 30/1 CARD 130 MARIN - CONF1;600;s;#N/D
6974I;SCHNEIDER -  CAMISETA GOLA POLO MC - POLIVISCOSE 012 VERM - CONF1;602;s;#N/D
6979M;CENCI -  CAMISETA GOLA POLO MC - PIQUET PA 1002 CHUMBO - CONF1;602;s;#N/D
6988L;BNO - CAMISETA POLO MC - POLIVIS 034 VERDE - CONF1;602;s;#N/D
9000G;CINADIS - COLETE GOLA V FEM - BI ELASTIC 900084  PRETO - CONF1;920;s;#N/D
9002H;GRAN ENERGIES - COLETE GOLA V - UNIFORTE 1233 VERMELHO - CONF1;920;s;#N/D
9004G;CINADIS - AVENTAL FRENT -  UNIFORTE 1016 PRETO - CONF1;915;s;#N/D
9017G;SJP - MOLETON RED - FLANELADO 093 AZ RY - CONF1;914;s;#N/D
9019E;INDUCAL - MOLETOM GOLA RED - FLANELADO 130 AZUL MARINHO - CONF1;914;s;#N/D
9022F;HOSP CIRCULO - COLETE GOLA V - UNISOFT 1233 VERM - CONF1;920;s;#N/D
9039H;GRUPO BOTICARIO - COLETE GOLA V - POLYCEDROBRIM SUPER 4360 VD - CONF1;920;s;#N/D
9040B;MENEGOTTI - AVENTAL 70 X 90 CM - JEANS - CONF;924;s;#N/D
9044D;POSTO FLORIDO - AVENTAL - UNIFORTE 1029 AMARELO - CONF;915;s;#N/D
9055H;DAGNESE - COLETE GOLA V FEMININO - OXFORD MARINHO NAUTICO;920;s;#N/D
9067H;CONTINENTAL - COLETE GOLA V - DOPTEL PLUS 001-3115 AMARELO;920;s;#N/D
9075D;OGNIBENE - COLETE GOLA V - DOPTEL 001-3115 VERDE - CONF;920;s;#N/D
9080G;LUIZ GUSTAVO - MOLETON - FLANELADO 08 MESCLA - CONF1;914;s;#N/D
9090E;CENCI - SUETER GOLA V MASC - 50 ACRI 50 ALG - 714 GRAFIT- CONF1;935;s;#N/D
9092E;CENCI - SUETER GOLA V FEM - 50 ACR 50 ALG - 714 GRAFITE - CONF1;935;s;#N/D
9102H-LOG;LOGOTIPIA - BRASIL PORT - COLETE CENCI E CIA 04732 - CONF1;920;s;#N/D
9103H;VOESTALPINE - TOUCA SOLDADOR - CEDROPAC LEVE 8047 CZ - CONF1;900;s;#N/D
9106H;DIGOS - AVENTAL ATENDENTE - CEDROLEVE SUPER 8053 CHUMBO - CONF1;915;s;#N/D
9110H;MOET HENNESSY - COLETE GOLA V - DOPTEL PLUS 001-4117 LARANJA - CONF1;920;s;#N/D
9116H;BETTIN - AVENTAL 60 X 120 - OXFORD PRETO;917;s;#N/D
9119H;TUPY - TOUCA - SARJA LIDER 5280 AZ RY - CONF1;904;s;#N/D
9123H;CENCI - AVENTAL 60X84 - OXFORD PRETO;916;s;#N/D
9133C;CORREIA E RICARDO - MOLETON MASC - FELPADO 10 AZ MAR - CONF;914;s;#N/D
9138H;REXNORD - COLETE GOLA V - DOPTEL PLUS 001-3115;920;s;#N/D
9139H;JA VENDRAMIN - AVENTAL - UNILESTER FIT 2050 CINZA - CONF1;915;s;#N/D
9141H;JA VENDRAMIN - AVENTAL 60 X 80 CM - POLYCEDROBRIM 1052 VERM;915;s;#N/D
9145H;CORTEVA - TOUCA - MALHA DRY 12534 TURQUESA - CONF1;900;s;#N/D
9146H;CORTEVA - TOUCA NNINJA - MALHA DRY 12534 TURQUESA - CONF1;900;s;#N/D
9149H;MOET HENNESSY - COLETE V - DOPTEL PLUS 001--1391 CYAN - CONF1;920;s;#N/D
9155G;COMIL - TOUCA - UNIVERSAL  1414 AZ RY - CONF1;904;s;#N/D
9161C;CENCI E CIA COD 3387 - TOUCA ARABE;904;s;#N/D
9162G-LOG;LOGOTIPIA - FRASLE - COLETE CENCI E CIA 4732 - CONF1;920;s;#N/D
9167H;POSTO PARADA - TOUCA LA 1 FIO PONTO - AZUL MARINHO;900;s;#N/D
9172D;OGNIBENE - COLETE GOLA V - DOPTEL 4117 LARANJA - CONF;920;s;#N/D
9172G;MOVEIS 3 IRMAOS - COLETE GOLA PADRE  - UNILUX LIGHT 2107 AMAR - CONF1;920;s;#N/D
9178F;JTI - COLETE GOLA V - DOPTEL 001-3115  VERDE -  CONF1;920;s;#N/D
9178G;GRAMADO- ROUPAO - MED ESP - 100 PES PVC REPELENT 04 ROYAL  - CONF1;301;s;#N/D
9204G-LOG;LOGOTIPIA -  3Z MOVIMENTACOES - COLETE CIA 07035 E 07459 - CONF1;920;s;#N/D
9222F;POSTO SANTIAGO - COLETE GOLA V - UNISTILL SOFT 6147 VERM - CONF1;920;s;#N/D
9248B;DENAT - MOLETOM GOLA V - FELPADO 15 GELO - CONF1;912;s;#N/D
9271G-LOG;LOGOTIPIA - MASTER - COLETE CENCI E CIA 4732 - CONF1;920;s;#N/D
9279F;SCHNEIDER - COLETE GOLA V - DOPTEL 001-4117 LARANJA - CONF1;920;s;#N/D
9281G;AKER - COLETE GOLA V - UNIFIT 5024 LARANJA - CONF1;920;s;#N/D
9292G;POSTO DB - COLETE GOLA RED - MALHA DRY 3160 AMAR - CONF1;920;s;#N/D
9294G-LOG;LOGOTIPIA - MASTER - COLETE CENCI E CIA 4732 - CONF1;920;s;#N/D
9297G;POSTO DUQUE - MOLETON MASC - FLANELADO 061 PTO - CONF1;914;s;#N/D
9299G;JTI - COLETE GOLA V - DOPTEL PLUS 3115 VERD - CONF1;920;s;#N/D
9325G;IMPEL - COLETE GOLA V - UNIFORTE FR 1014 AZ RY  - CONF1;920;s;#N/D
9347C;TFL - MOLETON - FLANELADO 08 MESCLA - CONF;914;s;#N/D
9351E;EATON - COLETE GOLA V - UNIQUALITY 1232 LAR - CONF1AA;920;s;#N/D
9362E;CASTERTECH - TOUCA SOLDADOR - UNILEVE 1009 CZ - CONF1AA;900;s;#N/D
9411F;CINADIS - COLETE GOLA V FEM - BI ELASTIC 900084  PRETO - CONF1;920;s;#N/D
9447E;MET. RIOSULENSE - TOUCA ARABE SOLDADOR - POLYCEDROBRIM 5098  - CONF1;904;s;#N/D
9475F;CATTALINI - COLETE GOLA V -  CEDRO RIP STOP 5228 AZ - CONF1;920;s;#N/D
9480F;ERACI - MOLETON MASC - FLANELADO 061 PRETO - CONF1;914;s;#N/D
9533G;AGRO PERTENCES - COLETE GOLA V - DOPTEL 001-3115 VERDE - CONF1;920;s;#N/D
9536F;YARA BRASIL - TOUCA - UNISOFT 1009 CINZA XTRV321730280 - CONF;904;s;#N/D
9539G;LEAR - SAIA MEIO ELAST - UNIVERSAL 1009 CINZA - CONF1;111;s;#N/D
9546G;GERMAC - SUETER GOLA V MASC - 50 ACRI 50 ALG - 9431-9 - MARI - CONF1;912;s;#N/D
9551G;POSTO GALO - COLETE GOLA V - DOPTEL 3116 AMARELO - CONF1;920;s;#N/D
9566G;POSTO DB - COLETE GOLA RED - MALHA DRY 3160 AMAR;920;s;#N/D
9579F;CENCI - MACACAO ML COM CAPUZ - 0573 S-TAT 007 BRANCO - CONF1;400;s;#N/D
9580G;ALIBEM - MOLETOM BLUSAO TERMICO - FLANELADO BRANCO - CONF1;914;s;#N/D
9591G;FELTEN E QUADROS - MOLETON RED - FLANELADO 130 MARINHO - CONF1;914;s;#N/D
9597G-LOG;LOGOTIPIA - EBR - COLETE CIA 07035 - CONF1;920;s;#N/D
9598G-LOG;LOGOTIPIA - RANDON - COLETE CENCI E CIA 4732 - CONF1;920;s;#N/D
9599G-LOG;LOGOTIPIA - RANDON - COLETE CENCI E CIA 4732 - CONF1;920;s;#N/D
9615G;MEZAS - MOLETON RED - FLANELADO 061 PRETO - CONF1;914;s;#N/D
9622F;POSTO MAIOCHI - MOLETON MASC - FLANELADO 078 VERM - CONF1;914;s;#N/D
9625G;JTI - COLETE GOLA V - DOPTEL 001-5114 VERMELHO -  CONF1;920;s;#N/D
9644G;JTI - COLETE GOLA V - DOPTEL 001-3115 AMARELO -  CONF1;920;s;#N/D
9646G-LOG;LOGOTIPIA - TRENSURB - COLETE CENCI E CIA 07820 - CONF1;920;s;#N/D
9652G-LOG;LOGOTIPIA - SUSPENSYS - COLETE CENCI E CIA 4732 - CONF1;920;s;#N/D
9664E;POSTO ZAKA - MOLETON  MASC - CASHMERE 20130 VERM - CONF1;914;s;#N/D
9689G;SULZER - COLETE GOLA V - UNIVERSAL 1232 LARANJA - CONF1;920;s;#N/D
9693F;VOKKAN - COLETE GOLA V - DOPTEL PLUS 001-4117 LAR - CONF1;920;s;#N/D
9697C;V8 KISNER - MOLETON GOLA RED - MOLETON FELPADO 14 CZ - CONF;914;s;#N/D
9697G;JTI - COLETE GOLA V - DOPTEL PLUS 3115 VERDE LIMAO - CONF1;920;s;#N/D
9698G-LOG;LOGOTIPIA - CTR - COLETE CENCI E CIA 04732 - CONF1;920;s;#N/D
9707F;ALIANCA - COLETE GOLA V - UNISOFT 1243 VD - CONF1;920;s;#N/D
9707G;PREV ALVORADA - COLETE GOLA V - SARJA 202GR 8260 CZ - CONF1;920;s;#N/D
9717G;CLW  - TOUCA ARABE - SARJA 250GR 8260 CINZA - CONF1;904;s;#N/D
9721G-LOG;LOGOTIPIA - SICREDI - CAPA DE CHUVA CENCI E CIA 2075 - CONF1;920;s;#N/D
9725G-LOG;LOGOTIPIA - PETRONAS -  COLETE CENCI E CIA 04732 - CONF1;920;s;#N/D
9728G;GROSS E COSTA - MOLETOM MASC - FELPADO 130 MARINHO - CONF1;914;s;#N/D
9744B;ARROZ PALMARES - MOLETON GOLA RED - FELPADO 13 BORDO - CONF;914;s;#N/D
9750F;DU PONT - COLETE GOLA V - DOPTEL 001-5114 VERMELHO - CONF1;920;s;#N/D
9751G;PREV ALVORADA - COLETE GOLA V - UNIFORTE 1016 PTO - CONF1;920;s;#N/D
9761E;PMI - MOLETON GOLA RED - FLANELADO 001 BRANCO - CONF1;914;s;#N/D
9768E;PAEMA - COLETE GOLA V - DOPTEL PLUS 1222 MARINHO - CONF1;920;s;#N/D
9769A;AGRALE - BRACADEIRA - EM TREINAMENTO - UNILEVE 1013 VERMELHO - CONF;901;s;#N/D
9771C;SCA - COLETE GOLA V - UNILEVE 1002 CINZA - CONF;920;s;#N/D
9778G;BERNECK SA - COLETE GOLA V - POLYCEDROLEVE 1052  VERM - CONF1;920;s;#N/D
9789C;UNIMED - COLETE GOLA V - UNILEVE 1020 VERDE - CONF;920;s;#N/D
9793G;MASCARELLO - COLETE GOLA V - UNIFIT 5264 VERMELHO - CONF1;920;s;#N/D
9796C;CENCI E CIA COD 9211 - TOUCA PINTURA - SARJA LIDER 5280 AZ RY - CONF;900;s;#N/D
9797D;COOPERSHOES - COLETE GOLA V - DOPTEL PLUS E9265 CINZA ES - CONF AA;920;s;#N/D
9798G-LOG;LOGOTIPIA - MARCOPOLO -  COLETE CENCI E CIA 07035  - CONF1;920;s;#N/D
9801F;SAN DJENARO - MOLETON - FLANELADO 130 MARINHO - CONF1;914;s;#N/D
9802D;SCHNEIDER - COLETE GOLA V - DOPTEL 001-4117 LARANJA - CONF1;920;s;#N/D
9803D;SCHNEIDER - COLETE GOLA V - DOPTEL 001-3115 VERDE  - CONF1;920;s;#N/D
9806G;DASS - AVENTAL 60 X 120 CM - DOPTEL PLUS E9265 CINZA - CONF1;917;s;#N/D
9808G;DASS - JALECO SEM MANGA - MED ESP -  DOPTEL E9265 CINZA - CONF1;300;s;#N/D
9812G;TANAC - COLETE GOLA V - DOPTEL PLUS 0001-2123 VERDE - CONF1;920;s;#N/D
9816G;TERLOGS - COLETE GOLA V - UNILUX LIGHT 2107 AMARELO - CONF1;920;s;#N/D
9825G;FRASLE - COLETE GOLA V - DOPTEL 001-1391 AZUL CYAN - CONF1;920;s;#N/D
9826A;MET MOR - AVENTAL - TERGAL 13 - CONF;915;s;#N/D
9826G;FRUTINI - COLETE GOLA V - DOPTEL 5113 VERMELHO - CONF1;920;s;#N/D
9838G;BERNECK - COLETE GOLA V - POLYCOTTON 4311 VERDE - CONF1;920;s;#N/D
9847F;TRP - COLETE GOLA V - UNILEVE 1009 CZ - CONF1;920;s;#N/D
9848G;NATHOR - COLETE GOLA V - DOPTEL PLUS 5114 VREMELHO - CONF1;920;s;#N/D
9856G;BERNECK - COLETE GOLA V - POLYCEDROBRIM 4617 VERDE - CONF1;920;s;#N/D
9859E;TOPSHOES - COLETE GOLA V MC -  DOPTEL PLUS E9265 CINZA ES - CONF1;920;s;#N/D
9859G;SEADRIL - COLETE GOLA V - DOPTEL 001-5114 CHERRY - CONF1;920;s;#N/D
9864G;UNIMED - COLETE GOLA V - UNISOFT 1232 LARANJA - CONF1;300;s;#N/D
9869E;SHOPPING CAR - MOLETOM MASCULINO - FELPADO 7 MARROM - CONF1;914;s;#N/D
9879B;CENCI E CIA - AVENTAL 60X60 - NAPA PRETO - CONF;915;s;#N/D
9882G;LEAR - COLETE GOLA V - CEDRO LEVE DRILL 4667 VERDE BAND -  CONF1;920;s;#N/D
9884G-LOG;LOGOTIPIA - SUSPENSYS - COLETE CENCI E CIA 07820 - CONF1;920;s;#N/D
9886G;CENCI - BRACADEIRA BRIGADA - UNISOFT 1233 VERMELHO - CONF1;901;s;#N/D
9902G;WOOD GROUP  - COLETE GOLA V - UNIFORTE FR 1232 LARANJA - CONF1;920;s;#N/D
9911G;AGCO - COLETE GOLA V - UNISOFT 1233 VERMELHO - CONF1;920;s;#N/D
9913G;SAUR - COLETE GOLA V - UNIQUALITY 1015 VERDE - CONF1;920;s;#N/D
9919G;FRAS LE - TOUCA LA 1 FIO - COR AZUL MARINHO - CONF 1;900;s;#N/D
9921D;OGNIBENE - COLETE GOLA V - DOPTEL 1223 MARINHO - CONF1;920;s;#N/D
9921F;CENCI - MOLETON GOLA RED FEMININO  - 3 CABOS 036 CHUMBO - CONF1;914;s;#N/D
9932G;CASTERTECH - COLETE GOLA V - CEDROLEVE SUPER 8053 VERDE - CONF1;920;s;#N/D
9937G-LOG;LOGOTIPIA - TERMELETRICA VIANA - COLETE CENCI E CIA 07820 - CONF1;920;s;#N/D
9938G-LOG;LOGOTIPIA - TERMELETRICA VIANA - COLETE CENCI E CIA 04732 - CONF1;920;s;#N/D
9950G;FLEXFORM - SUETER GOLA V FEM - 50 ACRI 50 ALG - 903 NEBL - CONF1;912;s;#N/D
9955G;SINDUS - COLETE POLICEDROBRIM SUPER 3137 AMA FLUOR - CONF1;920;s;#N/D
9958G;SEGALAS - COLETE GOLA V - POLYCEDROBRIM SUPER 5228 AZ MAR - CONF1;920;s;#N/D
9959G;PETROBRAS - COLETE GOLA V - DOPTEL PLUS 001- 4116 LARANJA - CONF1;920;s;#N/D
9960G;PETROBRAS - COLETE GOLA V - DOPTEL PLUS 001-1213 AZ RY - CONF1;920;s;#N/D
9961G;PETROBRAS - COLETE GOLA V - DOPTEL PLUS 001- 5114 CHERRY - CONF1;920;s;#N/D
9962G;PETROBRAS - COLETE GOLA V - DOPTEL PLUS 001-2123 PAPPER GREEN - CONF1;920;s;#N/D
9963G;PETROBRAS - COLETE GOLA V - DOPTEL PLUS 001-9115 SILVER - CONF1;920;s;#N/D
9964G;PETROBRAS - COLETE GOLA V - DOPTEL PLUS 001-9115 SILVER - CONF1;920;s;#N/D
9965B;SPRINGER - MOLETON GOLA V - FLANELADO 130  AZ MARINHO - CONF1;912;s;#N/D
9965G;PETROBRAS - COLETE GOLA V - DOPTEL PLUS 003-01 BRANCO- CONF1;920;s;#N/D
9966G;PETROBRAS - COLETE GOLA V - DOPTEL PLUS 003-01 BRANCO- CONF1;920;s;#N/D
9967G;PETROBRAS - COLETE GOLA V - DOPTEL PLUS 003-01 BRANCO- CONF1;920;s;#N/D
9968F;PREV ALVORADA - COLETE GOLA V - SARJA 202GR 8260 CZ - CONF1;920;s;#N/D
9968G;PETROBRAS - COLETE GOLA V - DOPTEL PLUS 003-01 BRANCO- CONF1;920;s;#N/D
9976G;MICHELIN - COLETE GOLA V - DOPTEL PLUS 001-3115 VERDE - CONF1;920;s;#N/D
9978G-LOG;LOGOTIPIA - POLO FILMS -  COLETE GOLA V CENCI E CIA 07459 - CONF1;920;s;#N/D
9979G;FGVTN - COLETE GOLA V - UNILESTER SOFT 2015 VERDE - CONF1;921;s;#N/D
9980D;PRASTELA - SUETER GOLA V FEM LA 100% ACRILICO 1 FIO AZ MAR - CONF1;912;s;#N/D
9982E;CONSOCIO LINHO - AVENTAL 60 X 120 CM - 100% ALGO 001 BRANCO - CONF1;915;s;#N/D
9985G-LOG;LOGOTIPIA - LINHARES - COLETE CENCI E CIA 04732 - CONF1;920;s;#N/D
9986G-LOG;LOGOTIPIA - LINHARES - COLETE CENCI E CIA 07820 - CONF1;920;s;#N/D
9998G-LOG;LOGOTIPIA - EATON - AVETAL NAPA CIA 2011 - CONF1;920;s;#N/D
